Posición;Flecha [mm];Peralte [mm];Flecha de nivelación [mm];Fl.Niv. Der. [mm];Sobreancho [mm];Alabeo [mm/{0}m];Alineación [mm];Niv. Izq. D1 [mm];Niv. Der. D1 [mm];Markierungen
17985;0;0,21;0;0;0;0,01;0;0;0;
17985,25;0;0,3;0;0;0;-0,04;0;0;0;
17985,5;0;0,28;0;0;0;-0,06;0;0;0;
17985,75;0;0,19;0;0;0;-0,03;0;0;0;
17986;0;0,1;0;0;0;-0,02;0;0;0;
17986,25;0;0,07;0;0;0;-0,02;0;0;0;
17986,5;0;0,17;0;0;0;0,02;0;0;0;
17986,75;0;0,33;0;0;0;0,08;0;0;0;
17987;0;0,39;0;0;0;0,05;0;0;0;
17987,25;0;0,29;0;0;0;0,02;0;0;0;
17987,5;0;0,28;0;0;0;0,02;0;0;0;
17987,75;0;0,27;0;0;0;0,04;0;0;0;
17988;0;0,17;0;0;0;0,04;0;0;0;
17988,25;0;0,08;0;0;0;0,04;0;0;0;
17988,5;0;0,12;0;0;0;0,04;0;0;0;
17988,75;0;0,12;0;0;0;0,02;0;0;0;
17989;0;0,04;0;0;0;0;0;0;0;
17989,25;0;-0,06;0;0;0;0;0;0;0;
17989,5;0;0,04;0;0;0;-0,01;0;0;0;
17989,75;0;0,21;0;0;0;-0,03;0;0;0;
17990;0;0,28;0;0;0;-0,01;0;0;0;
17990,25;0,79;0,23;-2,02;0,29;0,47;-0,02;0,18;0,63;0,05;
17990,5;0,77;0,27;-1,92;0,3;0,47;-0,07;0,16;0,6;0;
17990,75;0,77;0,28;-1,72;0,3;0,47;-0,12;0,09;0,56;-0,05;
17991;0,78;0,21;-1,63;0,29;0,47;-0,04;0,05;0,44;-0,09;
17991,25;0,57;0,18;-1,58;0,3;0,42;0,08;-0,06;0,32;-0,12;
17991,5;0,58;0,15;-1,37;0,29;0,42;0,12;-0,11;0,12;-0,13;
17991,75;0,58;0,16;-1,28;0,3;0,42;0,09;-0,23;-0,05;-0,13;
17992;0,61;0,25;-1,14;0,35;0,42;0,16;-0,27;-0,28;-0,13;
17992,25;0,57;0,3;-1,09;0,44;0,42;0,22;-0,37;-0,45;-0,12;
17992,5;0,57;0,16;-0,95;0,44;0,42;0,2;-0,36;-0,64;-0,11;
17992,75;0,59;-0,04;-0,9;0,44;0,42;0,19;-0,42;-0,76;-0,1;
17993;0,61;-0,08;-0,8;0,54;0,42;0,2;-0,35;-0,88;-0,11;
17993,25;0,59;-0,05;-0,7;0,54;0,42;0,24;-0,34;-0,92;-0,1;
17993,5;0,59;-0,21;-0,7;0,54;0,47;0,27;-0,23;-0,95;-0,11;
17993,75;0,59;-0,37;-0,65;0,49;0,47;0,32;-0,18;-0,92;-0,1;
17994;0,42;-0,4;-0,55;0,45;0,47;0,32;-0,06;-0,88;-0,11;
17994,25;0,37;-0,4;-0,56;0,39;0,47;0,29;0,01;-0,82;-0,1;
17994,5;0,38;-0,46;-0,7;0,39;0,47;0,25;0,1;-0,75;-0,09;
17994,75;0,4;-0,54;-0,75;0,4;0,47;0,24;0,16;-0,67;-0,07;
17995;0,4;-0,56;-0,85;0,39;0,47;0,16;0,19;-0,59;-0,05;
17995,25;0,39;-0,65;-1,04;0,39;0,47;0,09;0,23;-0,51;-0,03;
17995,5;0,39;-0,81;-1,14;0,3;0,47;0,05;0,21;-0,43;0;
17995,75;0,22;-0,89;-1,24;0,3;0,47;0,05;0,22;-0,37;0,02;
17996;0,2;-0,84;-1,24;0,29;0,47;0,01;0,14;-0,29;0,04;
17996,25;0,01;-0,77;-1,24;0,29;0,47;0,01;0,14;-0,24;0,05;
17996,5;-0,2;-0,7;-1,19;0,3;0,47;0,07;0,02;-0,18;0,07;
17996,75;-0,56;-0,64;-1,14;0,29;0,47;0,07;0,01;-0,15;0,07;
17997;0,74;-0,56;-0,89;0,29;0,47;-0,06;-0,14;-0,11;0,08;
17997,25;0,96;-0,56;-0,8;0,44;0,47;-0,19;-0,14;-0,09;0,08;
17997,5;1,15;-0,5;-0,9;0,49;0,47;-0,23;-0,29;-0,06;0,09;
17997,75;1,15;-0,57;-0,85;0,49;0,47;-0,2;-0,27;-0,06;0,09;
17998;1,16;-0,78;-0,9;0,44;0,47;-0,15;-0,39;-0,04;0,1;
17998,25;1,16;-0,86;-0,95;0,44;0,47;-0,13;-0,35;-0,04;0,09;
17998,5;1,12;-0,62;-0,95;0,44;0,47;-0,09;-0,42;-0,01;0,1;
17998,75;1,15;-0,31;-0,89;0,44;0,47;-0,06;-0,34;0;0,1;
17999;1,14;-0,17;-0,95;0,45;0,47;0,02;-0,35;0,05;0,1;
17999,25;1,15;-0,18;-1,05;0,4;0,47;0,06;-0,24;0,07;0,11;
17999,5;1,16;-0,25;-1,04;0,39;0,47;0,02;-0,2;0,14;0,11;
17999,75;0,95;-0,26;-1,04;0,4;0,47;-0,02;-0,07;0,16;0,11;
18000;0,75;-0,28;-1,19;0,39;0,47;0,03;-0,01;0,24;0,11;
18000,25;-0,55;-0,39;-1,24;0,39;0,47;0,12;0,12;0,26;0,12;
18000,5;-0,54;-0,55;-1,33;0,39;0,47;0,16;0,19;0,33;0,12;
18000,75;-0,35;-0,74;-1,48;0,39;0,47;0,17;0,29;0,33;0,13;
18001;-0,37;-0,85;-1,48;0,39;0,52;0,22;0,34;0,38;0,12;
18001,25;-0,19;-0,8;-1,58;0,39;0,52;0,3;0,4;0,37;0,13;
18001,5;-0,19;-0,71;-1,58;0,39;0,52;0,33;0,42;0,39;0,12;
