Posición;Flecha [mm];Peralte [mm];Flecha de nivelación [mm];Fl.Niv. Der. [mm];Sobreancho [mm];Alabeo [mm/{0}m];Alineación [mm];Niv. Izq. D1 [mm];Niv. Der. D1 [mm];Markierungen
589,75;1,48;-0,64;1,35;1,56;-2,04;0,28;0,13;-0,15;0,1;
590;1,48;-0,62;1,35;1,52;-2,04;0,33;0,12;-0,27;0,1;
590,25;1,47;-0,76;1,45;1,41;-2,05;0,4;0,15;-0,29;0,2;
590,5;1,85;-1,04;1,55;1,42;-2,04;0,41;0,15;-0,4;0,21;
590,75;1,83;-1,21;1,7;1,42;-2,04;0,4;0,16;-0,41;0,28;
591;1,84;-1,27;1,75;1,42;-2,04;0,37;0,16;-0,51;0,28;
591,25;1,85;-1,42;1,74;1,42;-2,04;0,37;0,15;-0,53;0,29;
591,5;1,66;-1,63;1,74;1,42;-2,04;0,37;0,14;-0,63;0,23;
591,75;1,88;-1,78;1,74;1,42;-2,04;0,29;0,09;-0,67;0,16;
592;1,87;-1,77;1,69;1,37;-2,04;0,16;0,08;-0,76;0,04;
592,25;1,89;-1,77;1,7;1,42;-2,05;0,08;0;-0,82;-0,12;
592,5;2,06;-1,75;1,7;1,57;-2,04;0,01;-0,03;-0,9;-0,29;
592,75;2,26;-1,74;1,65;1,62;-2,04;-0,14;-0,12;-0,97;-0,51;
593;2,24;-1,73;1,65;1,81;-2,04;-0,51;-0,16;-1,04;-0,71;
593,25;2,26;-1,63;1,65;2,21;-2,04;-0,91;-0,26;-1,12;-0,97;
593,5;2,27;-1,52;1,8;2,64;-2,04;-0,83;-0,3;-1,17;-1,17;
593,75;2,45;-1,47;1,94;3,42;-2,04;-0,62;-0,39;-1,24;-1,41;
594;2,65;-1,31;2,24;4,3;-2,04;-0,5;-0,42;-1,27;-1,58;
594,25;2,65;-1;2,58;5,03;-2,04;-0,46;-0,5;-1,32;-1,76;
594,5;2,65;-0,09;2,57;4,94;-2,04;-0,39;-0,51;-1,32;-1,87;
594,75;2,65;0,96;2,77;5,03;-2,04;-0,28;-0,56;-1,33;-1,97;
595;2,65;0,71;2,67;5,03;-2,04;-0,19;-0,55;-1,3;-1,99;
595,25;2,8;0,1;2,38;4,59;-2,04;-0,15;-0,57;-1,27;-1,99;
595,5;2,44;-0,25;2,28;4,1;-2,04;-0,08;-0,54;-1,2;-1,93;
595,75;2,43;-0,36;2,23;3,71;-2,04;0,05;-0,53;-1,14;-1,84;
596;2,43;-0,55;2,09;3,37;-2,04;0,38;-0,49;-1,04;-1,72;
596,25;2,25;-0,79;1,99;2,94;-2,04;0,73;-0,46;-0,94;-1,56;
596,5;2,27;-0,95;1,89;2,64;-2,04;0,64;-0,4;-0,82;-1,39;
596,75;2,28;-1,03;1,71;2,5;-2,04;0,47;-0,37;-0,71;-1,2;
597;2,07;-1,07;1,51;2,4;-2,04;0,4;-0,3;-0,58;-1,03;
597,25;2,23;-1,14;1,5;2,4;-2,04;0,37;-0,26;-0,47;-0,85;
597,5;1,85;-1,23;1,45;2,4;-2,04;0,28;-0,19;-0,34;-0,69;
597,75;1,87;-1,23;1,4;2,4;-2,04;0,19;-0,16;-0,24;-0,54;
598;1,85;-1,22;1,31;2,3;-2,04;0,12;-0,08;-0,13;-0,42;
598,25;1,49;-1,32;1,36;2,3;-2,04;0,09;-0,07;-0,07;-0,33;
598,5;1,48;-1,45;1,26;2,21;-2,04;0,07;0;0,02;-0,26;
598,75;1,49;-1,47;1,26;2,21;-2,04;0,07;0;0,04;-0,22;
599;1,29;-1,39;1,26;2,16;-2,04;0,07;0,07;0,09;-0,19;
599,25;1,1;-1,36;1,31;2,15;-2,04;0,07;0,06;0,07;-0,2;
599,5;1,11;-1,32;1,35;2,01;-2,04;0,06;0,11;0,09;-0,19;
599,75;1,31;-1,29;1,5;1,61;-2,04;0,03;0,1;0,03;-0,22;
600;1,1;-1,29;1,56;1,62;-2,05;-0,01;0,14;0,02;-0,23;
600,25;1,09;-1,36;1,74;1,61;-2,04;-0,01;0,13;-0,06;-0,26;
600,5;1,09;-1,43;1,84;1,61;-2,04;0,03;0,16;-0,1;-0,26;
600,75;1,1;-1,44;1,94;1,61;-2,04;0,08;0,16;-0,19;-0,27;
601;1,09;-1,41;1,99;1,62;-2,04;0,15;0,16;-0,24;-0,25;
601,25;1,1;-1,4;2,13;1,61;-2,04;0,19;0,17;-0,32;-0,23;
601,5;1,1;-1,41;2,14;1,61;-2,04;0,19;0,15;-0,37;-0,18;
601,75;0,92;-1,43;2,13;1,62;-2,04;0,18;0,18;-0,44;-0,13;
602;0,9;-1,47;2,17;1,61;-2,04;0,18;0,14;-0,48;-0,07;
602,25;0,72;-1,61;2,23;1,62;-2,04;0,19;0,18;-0,51;0;
602,5;0,7;-1,77;2,24;1,62;-2,04;0,2;0,13;-0,54;0,06;
602,75;0,69;-1,85;2,33;1,61;-2,04;0,2;0,17;-0,55;0,14;
603;0,71;-1,87;2,52;1,62;-2,04;0,19;0,1;-0,56;0,19;
603,25;0,71;-1,9;2,57;1,62;-2,04;0,15;0,15;-0,53;0,27;
603,5;0,88;-1,97;2,58;1,62;-2,04;0,05;0,07;-0,54;0,3;
603,75;1,09;-2;2,53;1,62;-2,04;-0,08;0,12;-0,49;0,36;
604;1,08;-2,01;2,52;1,62;-2,04;-0,16;0,02;-0,49;0,36;
604,25;0,9;-2;2,38;1,61;-2,04;-0,18;0,06;-0,43;0,39;
604,5;1,1;-1,99;2,19;1,62;-2,04;-0,18;-0,04;-0,42;0,38;
604,75;1,1;-1,86;2,14;1,62;-2,04;-0,19;-0,02;-0,35;0,39;
605;1,3;-1,62;2,09;1,62;-2,04;-0,21;-0,12;-0,35;0,36;
605,25;1,3;-1,37;1,89;1,62;-2,04;-0,22;-0,13;-0,27;0,36;
605,5;1,31;-1,29;1,8;1,66;-2,04;-0,22;-0,22;-0,26;0,34;
605,75;1,48;-1,31;1,75;1,67;-2,04;-0,22;-0,26;-0,18;0,35;
606;1,48;-1,33;1,7;1,66;-2,04;-0,2;-0,34;-0,17;0,34;
606,25;1,48;-1,34;1,5;1,67;-2,04;-0,14;-0,41;-0,09;0,36;
606,5;1,64;-1,35;1,45;1,67;-2,04;-0,03;-0,48;-0,06;0,38;
606,75;1,62;-1,34;1,45;1,66;-2,04;0,09;-0,57;0,02;0,43;
607;1,85;-1,34;1,4;1,67;-2,04;0,16;-0,62;0,06;0,48;
607,25;1,84;-1,34;1,36;1,67;-2,04;0,18;-0,72;0,15;0,55;
607,5;1,68;-1,39;1,36;1,67;-2,04;0,17;-0,75;0,2;0,62;
607,75;1,67;-1,44;1,31;1,67;-2,04;0,17;-0,84;0,29;0,7;
608;1,69;-1,52;1,31;1,67;-2,04;0,15;-0,86;0,36;0,78;
608,25;1,69;-1,64;1,26;1,67;-2,04;0,15;-0,92;0,45;0,86;
608,5;1,67;-1,78;1,21;1,66;-2,04;0,08;-0,91;0,52;0,94;
608,75;1,48;-1,86;1,26;1,67;-2,04;0,01;-0,93;0,6;1;
609;1,48;-1,84;1,06;1,67;-2,04;0,01;-0,9;0,67;1,05;
609,25;1,49;-1,84;1,02;1,66;-2,04;0,02;-0,88;0,73;1,06;
609,5;1,49;-1,81;1,02;1,67;-2,04;-0,03;-0,83;0,79;1,07;
609,75;1,31;-1,78;0,96;1,67;-2,04;-0,1;-0,77;0,82;1,04;
610;1,3;-1,57;0,87;1,67;-2,04;-0,16;-0,69;0,86;1;
610,25;1,3;-1,39;0,82;1,67;-2,04;-0,19;-0,59;0,86;0,91;
610,5;1,31;-1,41;0,82;1,66;-2,04;-0,17;-0,5;0,88;0,82;
610,75;1,45;-1,49;0,82;1,67;-2,04;-0,16;-0,38;0,85;0,69;
611;1,45;-1,44;0,96;1,66;-2,04;-0,19;-0,27;0,84;0,56;
611,25;1,29;-1,33;1,21;1,67;-2,04;-0,33;-0,16;0,79;0,4;
611,5;1,29;-1,28;1,4;2,07;-2,04;-0,4;-0,04;0,76;0,26;
611,75;1,28;-1,28;1,74;2,5;-2,04;-0,38;0,06;0,69;0,09;
612;1,49;-1,33;2,24;3,03;-2,04;-0,31;0,17;0,66;-0,05;
612,25;1,67;-1,36;2,58;3,76;-2,04;-0,24;0,24;0,59;-0,21;
612,5;1,69;-1,23;2,58;3,96;-2,04;-0,17;0,34;0,56;-0,32;
612,75;1,7;-0,8;2,68;3,96;-2,04;-0,13;0,37;0,49;-0,44;
613;1,69;-0,39;2,35;3,91;-2,04;-0,13;0,46;0,47;-0,51;
613,25;1,67;-0,26;2,12;3,9;-2,04;-0,11;0,45;0,41;-0,58;
613,5;1,68;-0,49;1,94;3,57;-2,04;-0,1;0,54;0,4;-0,6;
613,75;1,71;-0,78;1,74;3,37;-2,04;-0,08;0,49;0,36;-0,62;
614;1,69;-0,93;1,55;3,13;-2,04;-0,02;0,56;0,35;-0,59;
614,25;1,67;-0,95;1,45;2,74;-2,04;0,2;0,49;0,32;-0,57;
614,5;1,67;-0,9;1,31;2,48;-2,05;0,44;0,56;0,33;-0,5;
614,75;1,69;-0,94;1,06;2,15;-2,04;0,51;0,49;0,3;-0,44;
615;1,68;-1,04;0,96;1,96;-2,04;0,4;0,55;0,3;-0,36;
615,25;1,67;-1,1;0,97;1,82;-2,04;0,31;0,49;0,27;-0,29;
615,5;1,5;-1,17;1,01;1,76;-2,04;0,29;0,54;0,27;-0,2;
615,75;1,69;-1,4;1,02;1,77;-2,04;0,25;0,5;0,22;-0,13;
616;1,67;-1,72;1,01;1,76;-2,04;0,23;0,54;0,2;-0,06;
616,25;1,67;-1,78;1,07;1,76;-2,04;0,18;0,54;0,15;-0,02;
616,5;1,69;-1,67;1,07;1,76;-2,04;0,15;0,55;0,12;0,02;
616,75;1,68;-1,72;1,07;1,76;-2,04;0,14;0,59;0,05;0,03;
617;1,68;-1,79;1,11;1,76;-2,04;0,16;0,57;0,01;0,03;
617,25;1,4;-1,7;1,21;1,76;-2,04;0,11;0,64;-0,07;0,01;
617,5;1,31;-1,58;1,06;1,76;-2,04;-0,03;0,6;-0,11;-0,03;
617,75;1,09;-1,49;1,02;1,77;-2,04;-0,11;0,68;-0,18;-0,07;
618;1,08;-1,49;1,02;1,76;-2,04;-0,14;0,61;-0,23;-0,14;
618,25;1,09;-1,53;1,06;1,76;-2,04;-0,17;0,69;-0,28;-0,19;
618,5;1,45;-1,63;1,06;1,76;-2,04;-0,18;0,6;-0,33;-0,27;
618,75;1,31;-1,72;1,06;1,76;-2,04;-0,15;0,67;-0,35;-0,33;
619;1,28;-1,64;1,11;1,76;-2,04;-0,1;0,55;-0,39;-0,4;
619,25;1,29;-1,44;1,11;1,76;-2,04;-0,04;0,6;-0,39;-0,44;
619,5;1,29;-1,26;1,07;1,76;-2,04;-0,03;0,48;-0,42;-0,51;
619,75;1,3;-1,21;1,06;1,76;-2,04;-0,02;0,49;-0,4;-0,52;
620;1,29;-1,24;1,06;1,81;-2,04;-0,04;0,37;-0,43;-0,57;
620,25;1,1;-1,26;1,06;1,81;-2,04;-0,06;0,35;-0,39;-0,55;
620,5;1,1;-1,29;1,06;1,81;-2,04;-0,01;0,25;-0,42;-0,57;
620,75;1,1;-1,35;1,02;1,81;-2,04;0,1;0,2;-0,37;-0,53;
621;1,09;-1,41;1,11;1,81;-2,04;0,19;0,11;-0,41;-0,53;
621,25;1,28;-1,46;1,11;1,81;-2,04;0,21;0,05;-0,37;-0,47;
621,5;1,31;-1,5;1,12;1,82;-2,04;0,22;-0,02;-0,42;-0,45;
621,75;1,3;-1,54;1,26;1,81;-2,04;0,24;-0,09;-0,38;-0,39;
622;1,29;-1,62;1,36;1,81;-2,04;0,24;-0,14;-0,44;-0,36;
622,25;1,29;-1,74;1,35;1,81;-2,04;0,22;-0,21;-0,42;-0,3;
622,5;1,29;-1,83;1,46;1,81;-2,04;0,2;-0,24;-0,48;-0,27;
622,75;1,3;-1,85;1,52;1,82;-2,04;0,15;-0,3;-0,47;-0,23;
623;1,09;-1,89;1,65;1,81;-2,04;0,12;-0,32;-0,52;-0,21;
623,25;1,09;-1,96;1,7;1,81;-2,04;0,09;-0,36;-0,53;-0,18;
623,5;1,09;-2;1,75;1,81;-2,04;0,06;-0,37;-0,55;-0,17;
623,75;1,08;-2;1,75;1,81;-2,04;0,03;-0,39;-0,56;-0,16;
624;1,05;-2;1,75;1,81;-2,04;0,01;-0,4;-0,56;-0,16;
624,25;0,89;-1,93;1,74;1,81;-2,04;0,03;-0,4;-0,56;-0,16;
624,5;0,9;-1,85;1,74;1,81;-2,04;0,03;-0,4;-0,53;-0,15;
624,75;0,9;-1,8;1,75;1,81;-2,04;0;-0,38;-0,51;-0,15;
625;0,72;-1,81;1,7;1,81;-2,04;-0,02;-0,38;-0,46;-0,14;
625,25;0,71;-1,84;1,69;1,81;-2,04;-0,03;-0,35;-0,43;-0,13;
625,5;0,5;-1,86;1,5;1,76;-2,04;-0,04;-0,34;-0,35;-0,1;
625,75;0,52;-1,94;1,51;1,76;-2,04;0;-0,3;-0,31;-0,07;
626;0,52;-1,98;1,35;1,76;-2,04;0;-0,28;-0,23;-0,03;
626,25;0,33;-1,96;1,26;1,76;-2,04;0,02;-0,25;-0,17;0,02;
626,5;0,32;-1,94;1,21;1,76;-2,04;0,03;-0,21;-0,1;0,08;
626,75;0,32;-1,91;1,06;1,66;-2,04;0,02;-0,2;-0,04;0,15;
627;0,31;-1,89;0,87;1,52;-2,04;0,01;-0,15;0,02;0,22;
627,25;0,33;-1,93;0,82;1,27;-2,04;-0,03;-0,16;0,07;0,3;
627,5;0,33;-1,86;0,71;1,22;-2,04;-0,05;-0,1;0,11;0,37;
627,75;0,51;-1,87;0,62;1,18;-2,04;-0,04;-0,14;0,14;0,45;
628;0,52;-1,89;0,57;1,08;-2,04;-0,04;-0,07;0,17;0,52;
628,25;0,54;-1,91;0,48;0,93;-2,04;-0,03;-0,14;0,19;0,59;
628,5;0,52;-1,88;0,43;0,93;-2,04;-0,04;-0,08;0,2;0,64;
628,75;0,72;-1,84;0,43;0,94;-2,04;-0,09;-0,18;0,21;0,68;
629;0,7;-1,82;0,43;0,94;-2,04;-0,15;-0,13;0,21;0,71;
629,25;0,71;-1,83;0,53;0,93;-2,04;-0,15;-0,24;0,21;0,71;
629,5;0,71;-1,83;0,67;0,93;-2,04;-0,31;-0,21;0,22;0,72;
629,75;0,91;-1,81;0,77;1,27;-2,04;-0,58;-0,33;0,21;0,68;
630;0,9;-1,78;0,96;1,61;-2,04;-0,59;-0,32;0,24;0,67;
630,25;0,91;-1,64;1,25;2,17;-2,04;-0,41;-0,43;0,23;0,6;
630,5;1,31;-1,41;1,31;2,45;-2,04;-0,26;-0,44;0,27;0,56;
630,75;1,67;-1,41;1,45;2,65;-2,04;-0,24;-0,53;0,26;0,47;
631;1,7;-0,96;1,36;2,5;-2,04;-0,28;-0,56;0,32;0,42;
631,25;1,68;-0,19;1,26;2,45;-2,04;-0,31;-0,63;0,32;0,32;
631,5;1,69;-0,1;1,06;2,45;-2,04;-0,31;-0,68;0,38;0,27;
631,75;1,68;-0,61;0,97;2,45;-2,04;-0,25;-0,71;0,37;0,18;
632;1,66;-1,04;0,82;2,45;-2,04;-0,17;-0,77;0,43;0,13;
632,25;1,68;-1,1;0,82;2,4;-2,04;-0,17;-0,77;0,42;0,06;
632,5;1,69;-0,98;0,82;2,3;-2,04;-0,02;-0,85;0,46;0,03;
632,75;1,69;-0,89;0,77;2,2;-2,04;0,25;-0,82;0,45;-0,01;
633;1,68;-0,84;0,67;2,1;-2,04;0,29;-0,9;0,46;-0,02;
633,25;1,69;-0,88;0,77;2,11;-2,02;0,11;-0,85;0,44;-0,03;
633,5;1,68;-0,9;0,82;2,1;-1,99;-0,02;-0,93;0,42;-0,03;
633,75;1,7;-0,89;0,77;2,11;-1,99;-0,01;-0,87;0,39;-0,02;
634;1,88;-0,91;0,92;2,11;-1,99;0,04;-0,95;0,34;0;
634,25;1,89;-0,93;0,96;2,11;-1,99;0,09;-0,89;0,3;0,03;
634,5;1,69;-0,98;0,96;2,11;-1,99;0,16;-0,96;0,23;0,05;
634,75;1,69;-0,95;1,02;2,1;-1,99;0,15;-0,9;0,18;0,08;
635;1,67;-0,99;1,21;2,1;-1,99;0,1;-0,95;0,09;0,09;
635,25;1,67;-1,08;1,31;2,11;-1,99;0,05;-0,91;0,05;0,12;
635,5;1,67;-1,1;1,4;2,11;-1,99;0,06;-0,94;-0,04;0,11;
635,75;1,43;-1,15;1,5;2,11;-1,99;0,09;-0,9;-0,08;0,12;
636;1,51;-1,32;1,5;2,1;-1,99;0,1;-0,91;-0,16;0,08;
636,25;1,71;-1,34;1,69;2,1;-1,99;0,11;-0,87;-0,18;0,07;
636,5;1,71;-1,2;1,7;2,11;-1,99;0,1;-0,86;-0,25;0,01;
636,75;1,88;-1,04;1,74;2,1;-1,99;0,06;-0,82;-0,26;-0,02;
637;1,88;-1,09;1,8;2,15;-1,99;0,05;-0,81;-0,3;-0,1;
637,25;1,89;-1,19;1,84;2,25;-1,99;0,03;-0,76;-0,29;-0,15;
637,5;1,89;-1,27;1,85;2,45;-1,99;-0,02;-0,74;-0,3;-0,23;
637,75;2,06;-1,27;1,75;2,5;-2;-0,03;-0,69;-0,28;-0,29;
638;2,07;-1,29;1,65;2,5;-1,99;0;-0,67;-0,27;-0,37;
638,25;2,04;-1,26;1,65;2,5;-1,99;0,01;-0,61;-0,25;-0,43;
638,5;2,06;-1,25;1,5;2,54;-1,99;-0,05;-0,6;-0,22;-0,48;
638,75;2,06;-1,25;1,51;2,54;-1,99;-0,1;-0,52;-0,18;-0,52;
639;2,06;-1,27;1,46;2,54;-2;-0,13;-0,51;-0,14;-0,55;
639,25;2,08;-1,24;1,41;2,64;-1,99;-0,17;-0,43;-0,11;-0,57;
639,5;2,07;-1,19;1,45;2,6;-1,99;-0,22;-0,41;-0,06;-0,57;
639,75;2,07;-1,07;1,45;2,64;-1,99;-0,22;-0,3;-0,03;-0,56;
640;2,05;-0,94;1,45;2,64;-1,99;-0,19;-0,25;0,01;-0,53;
640,25;2,05;-0,9;1,45;2,6;-1,99;-0,16;-0,11;0,04;-0,49;
640,5;2,05;-0,87;1,36;2,54;-1,99;-0,15;-0,01;0,08;-0,44;
640,75;2,06;-0,75;1,31;2,54;-1,99;-0,09;0,17;0,1;-0,39;
641;2,06;-0,62;1,31;2,5;-1,99;-0,04;0,35;0,13;-0,33;
641,25;2,06;-0,59;1,21;2,5;-1,99;-0,04;0,59;0,16;-0,27;
641,5;2,08;-0,69;1,11;2,5;-1,99;-0,05;0,87;0,17;-0,22;
641,75;2,07;-0,76;1,06;2,5;-1,99;-0,05;1,17;0,19;-0,16;
642;1,87;-0,81;1,01;2,45;-1,99;-0,06;1,56;0,19;-0,13;
642,25;1,88;-0,96;1,01;2,45;-1,99;-0,05;1,91;0,22;-0,09;
642,5;1,88;-1,07;1,01;2,45;-1,99;-0,04;2,38;0,2;-0,08;
642,75;1,89;-0,96;1,12;2,45;-2;-0,03;2,77;0,22;-0,06;
643;1,86;-0,8;1,21;2,45;-1,99;-0,05;3,31;0,2;-0,08;
643,25;1,86;-0,74;1,21;2,45;-1,99;-0,06;3,7;0,21;-0,08;
643,5;1,68;-0,69;1,21;2,45;-1,99;-0,08;4,26;0,18;-0,11;
643,75;1,3;-0,59;1,31;2,45;-1,99;-0,13;4,61;0,19;-0,12;
644;0,91;-0,5;1,36;2,44;-1,99;-0,16;5,13;0,15;-0,16;
