Posición;Flecha [mm];Peralte [mm];Flecha de nivelación [mm];Fl.Niv. Der. [mm];Sobreancho [mm];Alabeo [mm/{0}m];Alineación [mm];Niv. Izq. D1 [mm];Niv. Der. D1 [mm];Markierungen
23033,5;-0,37;-0,86;0,18;1,51;0,62;-0,03;0,18;0,59;0,38;
23033,75;-0,18;-1,05;-0,02;1,51;0,62;-0,09;0,34;0,6;0,43;
23034;-0,19;-1,18;-0,07;1,42;0,62;-0,16;0,36;0,61;0,46;
23034,25;0;-1,21;-0,11;1,42;0,62;-0,19;0,5;0,61;0,49;
23034,5;0,02;-1,11;-0,32;1,42;0,62;-0,19;0,53;0,61;0,49;
23034,75;0,22;-1,06;-0,36;1,42;0,62;-0,18;0,63;0,61;0,5;
23035;0,22;-0,91;-0,65;1,42;0,57;-0,22;0,68;0,61;0,48;
23035,25;0,22;-0,69;-0,65;1,42;0,55;-0,29;0,74;0,63;0,47;
23035,5;0,01;-0,43;-0,51;1,42;0,47;-0,39;0,8;0,64;0,45;
23035,75;0;-0,27;-0,65;1,42;0,47;-0,49;0,83;0,69;0,43;
23036;0,01;-0,21;-0,65;1,42;0,47;-0,55;0,89;0,71;0,41;
23036,25;0,01;-0,21;-0,8;1,52;0,47;-0,59;0,88;0,78;0,39;
23036,5;0,01;-0,21;-0,85;1,61;0,47;-0,56;0,93;0,82;0,38;
23036,75;0,03;-0,19;-1,03;1,61;0,47;-0,47;0,9;0,9;0,37;
23037;0,02;-0,02;-1,14;1,67;0,47;-0,36;0,93;0,94;0,38;
23037,25;0,02;0,26;-1,24;1,81;0,47;-0,29;0,87;1;0,37;
23037,5;-0,01;0,53;-1,24;1,85;0,47;-0,26;0,87;1,03;0,39;
23037,75;0,21;0,7;-1,19;1,86;0,47;-0,27;0,81;1,07;0,38;
23038;0,21;0,77;-1,19;1,95;0,47;-0,29;0,76;1,07;0,4;
23038,25;0,21;0,72;-1,09;2;0,47;-0,31;0,7;1,06;0,39;
23038,5;0,51;0,65;-0,84;2;0,47;-0,28;0,61;1,03;0,4;
23038,75;0,78;0,59;-0,76;1,96;0,47;-0,22;0,54;0,95;0,38;
23039;0,98;0,58;-0,56;1,96;0,47;-0,14;0,41;0,9;0,37;
23039,25;1,14;0,61;-0,36;1,95;0,47;-0,1;0,35;0,77;0,33;
23039,5;1,37;0,66;-0,21;2,01;0,47;-0,07;0,2;0,69;0,3;
23039,75;1,36;0,73;0,09;2,15;0,47;-0,09;0,14;0,53;0,23;
23040;1,54;0,83;0,23;2,25;0,47;-0,11;-0,02;0,45;0,18;
23040,25;1,56;0,91;0,47;2,45;0,47;-0,16;-0,08;0,29;0,1;
23040,5;1,83;0,96;0,69;2,54;0,47;-0,2;-0,23;0,22;0,03;
23040,75;1,94;1;0,96;2,59;0,47;-0,22;-0,28;0,08;-0,06;
23041;1,92;1;1,05;2,79;0,47;-0,21;-0,4;0,05;-0,13;
23041,25;2,13;1;1,2;2,83;0,47;-0,18;-0,45;-0,04;-0,21;
23041,5;2,14;0,99;1,25;2,83;0,47;-0,11;-0,53;-0,05;-0,28;
23041,75;2,13;1,07;1,25;2,93;0,47;-0,01;-0,57;-0,07;-0,34;
23042;2,12;1,18;1,3;2,89;0,47;0,08;-0,6;-0,04;-0,38;
23042,25;1,95;1,26;1,35;2,83;0,47;0,16;-0,64;-0,01;-0,41;
23042,5;1,94;1,27;1,35;2,83;0,47;0,21;-0,61;0,04;-0,43;
23042,75;1,94;1,28;1,35;2,83;0,47;0,24;-0,66;0,11;-0,43;
23043;1,92;1,15;1,39;2,84;0,47;0,25;-0,58;0,15;-0,42;
23043,25;1,94;0,95;1,4;2,83;0,47;0,31;-0,63;0,23;-0,4;
23043,5;1,76;0,71;1,45;2,83;0,47;0,39;-0,52;0,24;-0,37;
23043,75;1,74;0,52;1,54;2,83;0,52;0,47;-0,57;0,3;-0,34;
23044;1,4;0,37;1,54;2,74;0,52;0,53;-0,43;0,27;-0,3;
23044,25;1,37;0,27;1,54;2,74;0,52;0,59;-0,48;0,28;-0,28;
23044,5;1,35;0,24;1,54;2,59;0,52;0,59;-0,35;0,19;-0,24;
23044,75;1,19;0,14;1,54;2,54;0,52;0,53;-0,39;0,14;-0,24;
23045;0,99;0,01;1,65;2,54;0,52;0,43;-0,26;0;-0,23;
23045,25;0,99;-0,15;1,69;2,49;0,52;0,38;-0,29;-0,1;-0,26;
23045,5;0,77;-0,31;1,74;2,49;0,52;0,34;-0,19;-0,26;-0,29;
23045,75;0,78;-0,47;1,79;2,49;0,52;0,3;-0,21;-0,4;-0,35;
23046;0,54;-0,62;1,93;2,49;0,52;0,29;-0,14;-0,56;-0,4;
23046,25;0,41;-0,64;2,13;2,49;0,52;0,3;-0,13;-0,7;-0,48;
23046,5;0,19;-0,59;2,32;2,49;0,52;0,33;-0,1;-0,83;-0,56;
23046,75;0,2;-0,61;2,72;2,54;0,52;0,33;-0,07;-0,94;-0,64;
23047;0,21;-0,65;3,11;2,83;0,52;0,29;-0,06;-1;-0,73;
23047,25;0,21;-0,62;3,3;3,18;0,52;0,19;-0,01;-1,05;-0,79;
23047,5;0,21;-0,62;3,49;3,17;0,52;0,07;-0,04;-1,05;-0,86;
23047,75;0,02;-0,75;3,54;3,32;0,52;-0,03;0,03;-1,03;-0,9;
23048;0;-0,97;3,1;3,4;0,52;-0,08;-0,02;-0,96;-0,93;
23048,25;0,03;-1,14;2,76;3,32;0,52;-0,15;0,05;-0,87;-0,92;
23048,5;0,02;-1,17;2,39;3,32;0,52;-0,22;0;-0,76;-0,91;
23048,75;0,03;-1,06;1,99;3,27;0,52;-0,26;0,07;-0,62;-0,84;
23049;0,21;-0,83;1,64;3,27;0,52;-0,27;0,01;-0,5;-0,78;
23049,25;0,21;-0,55;1,34;2,93;0,57;-0,33;0,07;-0,35;-0,66;
23049,5;0,22;-0,34;1,01;2,59;0,57;-0,44;0,02;-0,25;-0,56;
23049,75;0,21;-0,15;0,71;2,29;0,57;-0,53;0,06;-0,12;-0,41;
23050;0,21;0,01;0,46;2,06;0,57;-0,52;0,02;-0,08;-0,28;
23050,25;0,21;0,15;0,35;1,71;0,57;-0,44;0,03;0,01;-0,12;
23050,5;0,21;0,18;0,23;1,41;0,57;-0,33;0,02;-0,02;0,02;
23050,75;0,22;0,23;0,23;1,42;0,57;-0,21;0,01;-0,01;0,17;
23051;0,2;0,34;0,37;1,37;0,57;-0,13;0,01;-0,11;0,3;
23051,25;0,18;0,44;0,6;1,12;0,57;-0,06;-0,02;-0,17;0,42;
23051,5;0,2;0,39;0,86;0,93;0,57;0,01;0;-0,32;0,53;
23051,75;0,21;0,26;1,01;0,88;0,57;0,07;-0,04;-0,45;0,61;
23052;0,2;0,17;1,3;0,88;0,57;0,09;-0,02;-0,62;0,69;
23052,25;0,21;0,09;1,4;0,88;0,57;0,12;-0,05;-0,78;0,73;
23052,5;0,22;0,04;1,39;0,88;0,57;0,16;-0,02;-0,93;0,78;
23052,75;0,21;0,02;1,71;0,88;0,57;0,19;-0,05;-1,1;0,79;
23053;0,2;-0,01;1,55;0,88;0,57;0,16;-0,03;-1,2;0,81;
23053,25;0,2;-0,07;1,64;0,88;0,57;0,1;-0,04;-1,35;0,81;
23053,5;0,22;-0,1;1,3;0,88;0,57;0,05;-0,02;-1,39;0,81;
23053,75;0,21;-0,12;1,64;0,88;0,57;0,02;-0,01;-1,5;0,81;
23054;0,2;-0,13;1,54;0,88;0,57;0,01;0;-1,46;0,81;
23054,25;0,21;-0,12;1,44;0,88;0,57;0,02;0,03;-1,52;0,81;
23054,5;0,22;-0,08;1,25;0,88;0,57;0,02;0,03;-1,42;0,82;
23054,75;0,2;-0,03;0,91;0,88;0,57;0,02;0,1;-1,43;0,84;
23055;0,19;0,03;0,65;0,88;0,57;0,01;0,09;-1,3;0,84;
23055,25;0,22;0,03;0,76;0,88;0,57;-0,01;0,18;-1,27;0,87;
23055,5;0,03;0,01;0,43;0,88;0,57;-0,04;0,17;-1,13;0,87;
23055,75;0,01;-0,04;0,37;0,88;0,57;-0,04;0,28;-1,07;0,9;
23056;0,21;-0,07;0,37;0,88;0,57;-0,02;0,28;-0,94;0,89;
23056,25;0,03;-0,12;0,37;0,88;0,57;0,03;0,4;-0,88;0,91;
23056,5;-0,04;-0,13;0,23;0,88;0,57;0,08;0,41;-0,77;0,88;
23056,75;-0,16;-0,08;0,13;0,88;0,57;0,05;0,53;-0,7;0,87;
23057;-0,17;-0,03;-0,07;0,88;0,57;-0,04;0,56;-0,62;0,81;
23057,25;-0,19;0;-0,31;0,94;0,57;-0,13;0,66;-0,53;0,77;
23057,5;-0,18;-0,02;-0,51;1,22;0,57;-0,18;0,7;-0,47;0,69;
23057,75;-0,2;-0,12;-0,7;1,42;0,57;-0,25;0,77;-0,36;0,6;
23058;-0,19;-0,22;-0,85;1,66;0,57;-0,33;0,81;-0,29;0,51;
23058,25;-0,17;-0,13;-1,05;1,97;0,57;-0,4;0,83;-0,15;0,39;
23058,5;-0,18;0,13;-1,24;2,15;0,57;-0,45;0,87;-0,03;0,3;
23058,75;-0,18;0,34;-1,49;2,3;0,57;-0,55;0,83;0,15;0,16;
23059;-0,18;0,46;-1,68;2,44;0,57;-0,7;0,84;0,32;0,07;
23059,25;0,01;0,63;-1,95;2,63;0,57;-0,92;0,73;0,55;-0,06;
23059,5;0,01;0,85;-2,17;2,73;0,57;-1,17;0,71;0,79;-0,12;
23059,75;0,37;1,11;-2,56;2,88;0,57;-1,38;0,54;1,06;-0,23;
23060;0,78;1,33;-2,94;2,88;0,57;-1,52;0,48;1,36;-0,27;
23060,25;0,97;1,66;-3,24;2,89;0,57;-1,62;0,25;1,66;-0,34;
23060,5;1,39;2,08;-3,53;2,93;0,57;-1,68;0,15;1,99;-0,34;
23060,75;1,73;2,63;-3,88;2,93;0,57;-1,67;-0,1;2,29;-0,38;
23061;1,75;3,29;-4,21;2,88;0,57;-1,61;-0,24;2,62;-0,35;
23061,25;1,77;4,02;-4,36;2,88;0,57;-1,54;-0,48;2,89;-0,35;
23061,5;1,95;4,7;-4,56;2,88;0,57;-1,49;-0,63;3,18;-0,31;
23061,75;1,93;5,2;-4,77;2,88;0,57;-1,43;-0,83;3,39;-0,28;
23062;2,15;5,5;-4,9;2,84;0,57;-1,31;-0,98;3,59;-0,25;
23062,25;2,34;5,64;-4,99;2,83;0,57;-1,13;-1,1;3,7;-0,21;
23062,5;2,52;5,69;-4,99;2,84;0,57;-0,88;-1,22;3,79;-0,19;
23062,75;2,52;5,74;-4,8;2,83;0,57;-0,59;-1,26;3,79;-0,16;
23063;2,53;5,8;-4,46;2,83;0,57;-0,29;-1,33;3,73;-0,17;
23063,25;2,53;5,95;-4,13;2,83;0,57;-0,04;-1,27;3,62;-0,16;
23063,5;2,51;6;-3,72;2,84;0,57;0,14;-1,27;3,43;-0,2;
23063,75;2,51;6,01;-3,15;2,73;0,57;0,24;-1,13;3,21;-0,21;
23064;2,46;5,94;-2,56;2,73;0,57;0,31;-1,08;2,89;-0,28;
23064,25;2,32;5,8;-1,9;2,73;0,57;0,37;-0,88;2,59;-0,32;
