Posición;Flecha [mm];Peralte [mm];Flecha de nivelación [mm];Fl.Niv. Der. [mm];Sobreancho [mm];Alabeo [mm/{0}m];Alineación [mm];Niv. Izq. D1 [mm];Niv. Der. D1 [mm];Markierungen
13023,75;0,81;-0,06;-2,21;-0,43;0,47;-0,33;-0,19;2,47;2,23;
13024;0,8;0,09;-2,07;-0,43;0,47;-0,31;-0,22;2,44;2,16;
13024,25;0,79;0,31;-1,92;-0,43;0,47;-0,28;-0,2;2,32;2,1;
13024,5;0,81;0,33;-1,67;-0,12;0,47;-0,17;-0,22;2,2;1,97;
13024,75;0,79;0,22;-1,09;0,25;0,47;-0,05;-0,19;1,97;1,85;
13025;0,6;0,19;-0,74;0,69;0,47;0,05;-0,2;1,76;1,65;
13025,25;0,6;0,19;-0,12;1,12;0,47;0,11;-0,18;1,45;1,48;
13025,5;0,61;0,15;0,43;1,45;0,47;0,21;-0,17;1,17;1,24;
13025,75;0,58;0,12;1,01;1,81;0,47;0,32;-0,15;0,81;1,02;
13026;0,61;0,05;1,54;2,23;0,47;0,34;-0,13;0,5;0,76;
13026,25;0,6;-0,03;2,28;2,59;0,47;0,23;-0,11;0,12;0,52;
13026,5;0,4;-0,23;2,79;3,08;0,47;0,11;-0,09;-0,2;0,26;
13026,75;0,41;-0,4;3,24;3,52;0,47;0,09;-0,07;-0,54;0,01;
13027;0,4;-0,53;3,64;3,91;0,46;0,1;-0,04;-0,84;-0,24;
13027,25;0,42;-0,66;3,98;4,35;0,47;0,06;-0,02;-1,11;-0,47;
13027,5;0,38;-0,69;4,13;4,79;0,47;0,02;0,01;-1,37;-0,69;
13027,75;0,41;-0,46;4,42;4,93;0,47;0,02;0,02;-1,56;-0,9;
13028;0,41;-0,13;4,66;5,03;0,47;-0,01;0,05;-1,74;-1,07;
13028,25;0,4;-0,07;4,85;5,32;0,47;-0,08;0,06;-1,84;-1,24;
13028,5;0,42;-0,14;5,09;5,32;0,47;-0,14;0,08;-1,95;-1,35;
13028,75;0,22;-0,07;5,14;5,37;0,47;-0,21;0,08;-1,97;-1,47;
13029;0,22;-0,01;4,95;5,37;0,47;-0,26;0,1;-2;-1,54;
13029,25;0,21;-0,1;4,85;5,42;0,47;-0,25;0,1;-1,94;-1,61;
13029,5;0,23;-0,2;4,76;5,42;0,47;-0,18;0,11;-1,92;-1,62;
13029,75;0,23;-0,17;4,51;5,42;0,47;-0,14;0,1;-1,81;-1,64;
13030;0,2;-0,12;4,18;5,37;0,47;-0,15;0,1;-1,73;-1,61;
13030,25;0,2;-0,03;3,83;5,37;0,47;-0,07;0,1;-1,6;-1,58;
13030,5;0,22;0,09;3,54;5,37;0,47;0,04;0,09;-1,49;-1,52;
13030,75;0,23;0,28;3,24;5,32;0,47;0,08;0,09;-1,36;-1,46;
13031;0,22;0,39;3;4,88;0,47;0,08;0,08;-1,23;-1,37;
13031,25;0,24;0,36;2,76;4,49;0,47;0,11;0,08;-1,11;-1,29;
13031,5;0,21;0,31;2,62;4,25;0,47;0,13;0,07;-0,98;-1,2;
13031,75;0,21;0,14;2,52;4,05;0,47;0,16;0,07;-0,87;-1,1;
13032;0,23;-0,12;2,32;3,9;0,47;0,21;0,06;-0,74;-1,01;
13032,25;0,21;-0,35;2,27;3,71;0,47;0,29;0,06;-0,66;-0,91;
13032,5;0,21;-0,45;2,04;3,51;0,47;0,35;0,06;-0,54;-0,82;
13032,75;0,23;-0,51;1,89;3,47;0,47;0,36;0,06;-0,47;-0,73;
13033;0,22;-0,5;1,54;3,32;0,47;0,4;0,06;-0,37;-0,65;
13033,25;0,22;-0,52;1,5;3,14;0,47;0,4;0,06;-0,31;-0,56;
13033,5;0,22;-0,54;1,3;3,08;0,47;0,32;0,06;-0,22;-0,49;
13033,75;0,21;-0,59;1,29;2,91;0,47;0,2;0,06;-0,16;-0,42;
13034;0,24;-0,64;1,3;2,74;0,47;0,18;0,07;-0,1;-0,36;
13034,25;0,2;-0,71;1,21;2,64;0,47;0,15;0,06;-0,03;-0,3;
13034,5;0,22;-0,89;1,2;2,54;0,47;0,07;0,06;0,01;-0,24;
13034,75;0,24;-1,07;1,2;2,44;0,47;-0,04;0,05;0,08;-0,19;
13035;0,23;-1,1;1,1;2,44;0,47;-0,15;0,06;0,1;-0,14;
13035,25;0,21;-0,96;1;2,44;0,52;-0,19;0,04;0,16;-0,1;
13035,5;0,2;-0,98;0,95;2,44;0,57;-0,09;0,05;0,17;-0,04;
13035,75;0,24;-0,95;0,86;2,44;0,57;0,04;0,03;0,22;-0,01;
13036;0,21;-0,71;0,91;2,44;0,57;0,04;0,04;0,22;0,04;
13036,25;0,21;-0,39;1,18;2,44;0,57;-0,02;0,02;0,26;0,07;
13036,5;0,23;-0,1;1,49;2,44;0,57;-0,07;0,02;0,25;0,12;
13036,75;0,4;-0,02;1,69;2,44;0,62;-0,06;0,01;0,27;0,15;
13037;0,42;-0,38;1,98;2,44;0,62;-0,06;0,01;0,27;0,19;
13037,25;0,36;-0,85;2,22;2,59;0,62;-0,01;0;0,28;0,22;
13037,5;0,42;-1,01;2,07;2,59;0,62;0,14;0;0,28;0,26;
13037,75;0,41;-1,01;2,08;2,59;0,62;0,32;0;0,28;0,28;
13038;0,41;-0,88;1,98;2,54;0,62;0,48;-0,01;0,3;0,31;
13038,25;0,22;-0,79;2,08;2,54;0,62;0,5;0;0,29;0,33;
13038,5;0,19;-0,81;2,13;2,54;0,62;0,35;-0,01;0,32;0,35;
13038,75;0,2;-0,93;2,08;2,54;0,62;0,14;0;0,32;0,36;
13039;0,22;-1,13;1,93;2,54;0,62;0,02;0;0,36;0,37;
13039,25;0,21;-1,35;1,84;2,49;0,62;-0,03;0,01;0,36;0,39;
13039,5;0,21;-1,53;1,55;2,49;0,62;0;0,01;0,4;0,38;
13039,75;0,21;-1,51;1,41;2,49;0,62;0,02;0,02;0,41;0,4;
13040;0,21;-1,41;1,34;2,49;0,62;0,03;0,02;0,44;0,39;
13040,25;0,22;-1,26;1,24;2,49;0,62;0,04;0,03;0,45;0,4;
13040,5;0,19;-1,06;1,2;2,49;0,62;0,05;0,02;0,47;0,38;
13040,75;0,24;-0,93;1,2;2,49;0,62;0,03;0,03;0,48;0,39;
13041;0,22;-0,87;1,2;2,49;0,62;-0,02;0,02;0,48;0,38;
13041,25;0,2;-0,85;1,2;2,49;0,62;-0,02;0,03;0,48;0,39;
13041,5;0,21;-0,91;1,3;2,49;0,62;0,02;0,02;0,46;0,37;
13041,75;0,22;-1,06;1,37;2,49;0,62;0,09;0,02;0,46;0,38;
13042;0,21;-1,28;1,44;2,49;0,61;0,19;0,02;0,43;0,37;
13042,25;0,21;-1,43;1,44;2,49;0,62;0,26;0,01;0,42;0,38;
13042,5;0,21;-1,49;1,49;2,49;0,62;0,28;0,01;0,38;0,37;
13042,75;0,23;-1,46;1,54;2,49;0,62;0,25;0;0,37;0,38;
13043;0,2;-1,46;1,73;2,49;0,62;0,2;0;0,34;0,38;
13043,25;0,23;-1,52;1,79;2,49;0,61;0,13;-0,01;0,33;0,38;
13043,5;0,24;-1,63;1,83;2,49;0,62;0,02;0;0,31;0,37;
13043,75;0,22;-1,71;1,88;2,49;0,62;-0,06;-0,02;0,3;0,37;
13044;0,21;-1,72;1,88;2,49;0,62;-0,11;0;0,3;0,36;
13044,25;0,22;-1,61;1,84;2,49;0,62;-0,13;-0,01;0,28;0,34;
13044,5;0,2;-1,51;1,64;2,49;0,62;-0,18;0;0,29;0,32;
13044,75;0,22;-1,44;1,74;2,49;0,62;-0,29;-0,01;0,26;0,29;
13045;0,22;-1,35;1,68;2,49;0,62;-0,37;0,01;0,27;0,26;
13045,25;0,21;-1,26;1,64;2,49;0,62;-0,4;0,01;0,23;0,21;
13045,5;0,22;-1,16;1,55;2,49;0,62;-0,46;0,02;0,23;0,17;
13045,75;0,23;-1,06;1,49;2,53;0,62;-0,49;0,02;0,17;0,11;
13046;0,24;-0,91;1,49;2,59;0,62;-0,44;0,02;0,14;0,05;
13046,25;0,22;-0,64;1,55;2,64;0,62;-0,35;0,04;0,06;-0,01;
13046,5;0,23;-0,52;1,64;2,73;0,62;-0,28;0,03;0,01;-0,08;
13046,75;0,22;-0,51;1,74;2,83;0,62;-0,22;0,05;-0,08;-0,14;
13047;0,21;-0,35;1,83;2,93;0,62;-0,1;0,04;-0,16;-0,21;
13047,25;0,22;-0,15;1,94;3,03;0,62;0,02;0,06;-0,26;-0,26;
13047,5;0,25;-0,17;2,13;3,08;0,62;0,05;0,04;-0,35;-0,32;
13047,75;0,21;-0,39;2,27;3,02;0,62;0,07;0,07;-0,44;-0,36;
13048;0,22;-0,49;2,52;3,03;0,62;0,07;0,04;-0,53;-0,4;
13048,25;0,24;-0,59;2,61;3,03;0,61;0,07;0,07;-0,6;-0,41;
13048,5;0,22;-0,86;2,66;2,98;0,62;0,14;0,05;-0,66;-0,42;
13048,75;0,2;-1,11;2,66;2,98;0,62;0,24;0,07;-0,68;-0,41;
13049;0,4;-1,05;2,66;2,93;0,62;0,27;0,06;-0,7;-0,4;
13049,25;0,43;-0,84;2,66;2,93;0,62;0,22;0,08;-0,68;-0,36;
13049,5;0,41;-0,72;2,61;2,93;0,62;0,26;0,08;-0,65;-0,32;
13049,75;0,41;-0,71;2,57;2,93;0,62;0,29;0,09;-0,57;-0,26;
13050;0,41;-0,78;2,51;2,93;0,62;0,15;0,1;-0,5;-0,19;
13050,25;0,41;-0,87;2,37;2,74;0,62;-0,01;0,1;-0,38;-0,13;
13050,5;0,41;-0,97;2,15;2,55;0,62;-0,06;0,12;-0,28;-0,05;
13050,75;0,4;-1,06;1,88;2,3;0,62;-0,02;0,11;-0,14;0,02;
13051;0,4;-1,27;1,64;2,19;0,62;-0,01;0,14;-0,02;0,1;
13051,25;0,61;-1,44;1,3;2,15;0,62;0,01;0,11;0,1;0,16;
13051,5;0,59;-1,31;1,05;2;0,62;0,07;0,14;0,21;0,23;
13051,75;0,59;-1,06;0,76;1,95;0,62;0,11;0,11;0,3;0,27;
13052;0,6;-0,88;0,61;1,86;0,62;0,02;0,13;0,38;0,32;
13052,25;0,6;-0,79;0,52;1,76;0,62;-0,13;0,09;0,42;0,34;
13052,5;0,6;-0,7;0,47;1,71;0,62;-0,27;0,1;0,45;0,36;
13052,75;0,61;-0,74;0,37;1,71;0,62;-0,39;0,06;0,44;0,35;
13053;0,6;-1;0,33;1,71;0,62;-0,45;0,04;0,41;0,35;
13053,25;0,8;-1,2;0,32;1,71;0,62;-0,44;0;0,36;0,33;
13053,5;0,8;-1,02;0,37;1,71;0,62;-0,26;-0,03;0,29;0,3;
13053,75;0,8;-0,68;0,47;1,71;0,62;-0,11;-0,06;0,22;0,26;
13054;0,85;-0,46;0,66;1,81;0,62;-0,04;-0,11;0,13;0,22;
13054,25;0,98;-0,27;0,81;2,15;0,62;0,04;-0,13;0,05;0,18;
13054,5;0,99;0,04;1,13;2,39;0,62;0;-0,19;-0,04;0,13;
13054,75;0,97;0,24;1,49;2,44;0,67;-0,12;-0,2;-0,1;0,09;
13055;1,17;-0,1;1,73;2,39;0,67;-0,14;-0,26;-0,16;0,04;
13055,25;1,19;-0,45;1,79;2,4;0,66;-0,03;-0,26;-0,18;0,01;
13055,5;1,2;-0,57;1,74;2,4;0,67;0,04;-0,31;-0,21;-0,03;
13055,75;1,18;-0,86;1,54;2,3;0,62;0,04;-0,3;-0,19;-0,06;
13056;1,19;-1;1,49;2,3;0,62;0,08;-0,33;-0,18;-0,09;
13056,25;0,96;-0,84;1,4;2,3;0,62;0,07;-0,32;-0,12;-0,11;
13056,5;0,98;-0,61;1,25;2,3;0,62;-0,1;-0,32;-0,08;-0,14;
13056,75;1,01;-0,58;1,05;2,3;0,61;-0,27;-0,31;-0,01;-0,15;
13057;0,99;-0,58;1;2,3;0,62;-0,3;-0,29;0,04;-0,17;
13057,25;0,98;-0,39;0,81;2,3;0,62;-0,37;-0,27;0,11;-0,18;
13057,5;0,99;-0,21;0,62;2,3;0,62;-0,41;-0,22;0,15;-0,2;
13057,75;1;0,02;0,57;2,29;0,62;-0,34;-0,21;0,19;-0,21;
13058;0,98;0,2;0,52;2,29;0,62;-0,25;-0,14;0,21;-0,23;
13058,25;0,98;0,35;0,57;2,3;0,62;-0,23;-0,13;0,2;-0,25;
13058,5;0,8;0,33;0,57;2,3;0,62;-0,23;-0,06;0,19;-0,27;
13058,75;0,81;0,26;0,56;2,3;0,62;-0,16;-0,05;0,14;-0,29;
13059;0,59;0,23;0,56;2,29;0,62;-0,08;0,02;0,09;-0,31;
13059,25;0,39;0,19;0,66;2,25;0,61;0,02;0,03;0,01;-0,33;
13059,5;0,43;0,15;0,76;2,25;0,62;0,1;0,09;-0,06;-0,34;
13059,75;0,4;0,11;0,91;2,25;0,62;0,19;0,1;-0,16;-0,36;
13060;0,4;0,11;1,05;2,24;0,61;0,22;0,14;-0,24;-0,36;
13060,25;0,42;0,08;1,1;2,25;0,62;0,19;0,15;-0,32;-0,37;
13060,5;0,42;0,04;1,25;2,25;0,62;0,16;0,16;-0,39;-0,36;
13060,75;0,4;-0,05;1,39;2,25;0,62;0,18;0,17;-0,45;-0,36;
13061;0,41;-0,09;1,39;2,25;0,62;0,17;0,16;-0,48;-0,34;
13061,25;0,42;-0,23;1,49;2,25;0,62;0,16;0,18;-0,5;-0,31;
13061,5;0,4;-0,35;1,64;2,25;0,62;0,18;0,14;-0,49;-0,28;
13061,75;0,41;-0,31;1,74;2,25;0,62;0,2;0,15;-0,46;-0,25;
13062;0,41;-0,25;1,79;2,25;0,62;0,15;0,1;-0,43;-0,21;
13062,25;0,38;-0,35;1,84;2,25;0,61;0,05;0,12;-0,36;-0,16;
13062,5;0,41;-0,37;1,84;2,25;0,62;0,02;0,06;-0,3;-0,11;
13062,75;0,41;-0,36;1,69;2,24;0,61;0,02;0,06;-0,22;-0,06;
13063;0,59;-0,42;1,54;2,25;0,62;-0,03;0,01;-0,14;-0,01;
13063,25;0,58;-0,53;1,39;2,29;0,62;-0,07;0,01;-0,06;0,04;
13063,5;0,58;-0,4;1,3;2,29;0,62;-0,05;-0,04;0,01;0,08;
13063,75;0,61;-0,18;1,3;2,29;0,62;-0,08;-0,04;0,08;0,13;
13064;0,59;-0,15;1,2;2,29;0,62;-0,12;-0,07;0,14;0,16;
13064,25;0,6;-0,28;1,11;2,29;0,61;-0,11;-0,08;0,18;0,19;
13064,5;0,61;-0,24;1,1;2,29;0,62;-0,09;-0,09;0,22;0,21;
13064,75;0,58;-0,09;1,25;2,3;0,62;-0,14;-0,1;0,24;0,24;
13065;0,61;-0,11;1,25;2,3;0,62;-0,14;-0,09;0,26;0,25;
